用户序号,日期,基金代码,基金名称,配置比例
82,2017-11-13,000199,国泰策略收益灵活配置混合型证券投资基金,0.1
83,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
83,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
83,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
83,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
83,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
84,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
84,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
84,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
84,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
84,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
85,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
85,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
85,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
85,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
85,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
85,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
85,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
85,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
86,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
86,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
86,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
86,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
86,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
87,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
87,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
87,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
87,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
87,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
87,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
87,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
87,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
88,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
88,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
88,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
88,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
88,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
89,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
89,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
89,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
89,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
89,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
90,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
90,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
90,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
90,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
90,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
91,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
91,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
91,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
91,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
91,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
91,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
91,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
91,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
92,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
92,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
92,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
92,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
92,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
92,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
92,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
92,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
93,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
93,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
93,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
93,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
93,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
94,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
94,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
94,2017-11-13,270007,广发大盘成长混合型证券投资基金,0.1
94,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.7
95,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
95,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
95,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
95,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
95,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
96,2017-11-13,001826,国寿安保增金宝货币市场基金,0.75
96,2017-11-13,020022,国泰策略价值灵活配置混合型证券投资基金,0.17
96,2017-11-13,202212,南方保本混合型证券投资基金,0.08
97,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
97,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
97,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
97,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
97,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
97,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
97,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
97,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
98,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
98,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
98,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
98,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
98,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
99,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
99,2017-11-13,217008,招商安本增利债券型证券投资基金,0.15
99,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.15
99,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.05
99,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.6
100,2017-11-13,001826,国寿安保增金宝货币市场基金,0.05
100,2017-11-13,070020,嘉实稳固收益债券型证券投资基金,0.2
100,2017-11-13,000178,博时灵活配置混合型证券投资基金A类,0.13
100,2017-11-13,040026,华安信用四季红债券型证券投资基金,0.12
100,2017-11-13,090013,大成竞争优势混合型证券投资基金,0.1
100,2017-11-13,020023,国泰事件驱动策略混合型证券投资基金,0.04
100,2017-11-13,519183,万家双引擎灵活配置混合型证券投资基金,0.16
100,2017-11-13,110023,易方达医疗保健行业混合型证券投资基金,0.2
